AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,Duration,dur_hh,dur_mm,dur_ss,seq_duration_SS,seq_duration_hh_mm_ss,Corpus,PBCore URL,AAPB URL,SonyCi ID,Filename,Source Org,Media Type,Title,Description,Genre,Creators,Source Format,Date Type,Date
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:00:41,00:01:19,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:01:27,00:02:11,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:02:50,00:03:16,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:03:47,00:03:49,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:03:56,00:04:05,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:04:31,00:04:39,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:04:46,00:05:01,00:29:01,,,,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Sound quality,NPR embedded feed,00:00:47,00:00:50,02:08:12,2.0,8.0,12.0,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",00:10:44,00:11:09,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",00:11:11,00:11:48,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",00:12:22,00:13:15,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",00:13:20,00:15:31,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",00:15:38,00:15:58,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",00:16:03,00:22:52,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-81jhb9tr,Sound quality,NPR embedded feed,02:02:29,02:02:33,02:08:12,,,,723726,201:02:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-81jhb9tr,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/500-kp7trt27,Significant speaker voice,"Vidal, Gore",00:21:19,00:22:04,00:29:02,0.0,29.0,19.0,725485,201:31:25,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-kp7trt27.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-kp7trt27,c709042b6c864c8d872ac5d7b2d49429,cpb-aacip-500-kp7trt27.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-kp7trt27,Significant speaker voice,"Vidal, Gore",00:22:32,00:23:06,00:29:02,,,,725485,201:31:25,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-kp7trt27.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-kp7trt27,c709042b6c864c8d872ac5d7b2d49429,cpb-aacip-500-kp7trt27.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-gm81px9w,Significant speaker voice,"Vidal, Gore",00:07:17,00:07:31,00:29:12,0.0,29.0,30.0,727255,202:00:55,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-gm81px9w.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-gm81px9w,42393ebd2e1c48278c0eea6c2c53db3c,cpb-aacip-500-gm81px9w.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-gm81px9w,Significant speaker voice,"Vidal, Gore",00:07:38,00:08:46,00:29:12,,,,727255,202:00:55,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-gm81px9w.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-gm81px9w,42393ebd2e1c48278c0eea6c2c53db3c,cpb-aacip-500-gm81px9w.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-g15tc75x,Significant speaker voice,"Vidal, Gore",00:13:06,00:13:59,00:28:25,0.0,28.0,25.0,728960,202:29:20,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-g15tc75x.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-g15tc75x,96609c09127b4eb4b7f2ac59a62a73cb,cpb-aacip-500-g15tc75x.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-4m91d23n,Significant speaker voice,"Vidal, Gore",00:25:53,00:27:00,00:29:04,0.0,29.0,23.0,730723,202:58:43,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-4m91d23n.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-4m91d23n,a4dc65404a464fbebd6f9a6b03fac28f,cpb-aacip-500-4m91d23n.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-p843w82p,Significant speaker voice,"Vidal, Gore",00:06:55,00:10:09,00:29:02,0.0,29.0,21.0,732484,203:28:04,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-p843w82p.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-p843w82p,490af2a17f054822bde115b0be40f0c1,cpb-aacip-500-p843w82p.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-p843w82p,Significant speaker voice,"Vidal, Gore",00:10:26,00:12:26,00:29:02,,,,732484,203:28:04,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-p843w82p.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-p843w82p,490af2a17f054822bde115b0be40f0c1,cpb-aacip-500-p843w82p.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/500-q52fcv1c,Significant speaker voice,"Vidal, Gore",00:02:34,00:03:29,00:28:32,0.0,28.0,36.0,734200,203:56:40,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-q52fcv1c.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-q52fcv1c,1a07859671484af58b3dd3f404b0ea66,cpb-aacip-500-q52fcv1c.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/15-73bzkx71,Sound quality,NPR embedded feed,00:00:08,00:00:12,00:29:20,0.0,29.0,41.0,735981,204:26:21,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3,MARS Source Creation Order,Series,,Henry Kissinger at newspaper editors convention,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-73bzkx71,Significant speaker voice,"Kissinger, Henry",00:03:30,00:04:14,00:29:20,,,,735981,204:26:21,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3,MARS Source Creation Order,Series,,Henry Kissinger at newspaper editors convention,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-73bzkx71,Significant speaker voice,"Kissinger, Henry",00:04:22,00:04:44,00:29:20,,,,735981,204:26:21,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3,MARS Source Creation Order,Series,,Henry Kissinger at newspaper editors convention,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-73bzkx71,Significant speaker voice,"Kissinger, Henry",00:04:55,00:28:46,00:29:20,,,,735981,204:26:21,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3,MARS Source Creation Order,Series,,Henry Kissinger at newspaper editors convention,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-73bzkx71,Sound quality,NPR embedded feed,00:29:25,00:29:30,00:29:20,,,,735981,204:26:21,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-73bzkx71,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3,MARS Source Creation Order,Series,,Henry Kissinger at newspaper editors convention,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-86b2rtr9,Significant speaker voice,"Kissinger, Henry",00:01:18,00:01:33,00:29:00,0.0,30.0,45.0,737826,204:57:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-86b2rtr9.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-86b2rtr9,ab5b702dcae24777a3c78df0cc049178,cpb-aacip-15-86b2rtr9.mp3,MARS Source Creation Order,Series,,Christian Herter Award,Magazine,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-86b2rtr9,Significant speaker voice,"Kissinger, Henry",00:01:44,00:27:14,00:29:00,,,,737826,204:57:06,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-86b2rtr9.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-86b2rtr9,ab5b702dcae24777a3c78df0cc049178,cpb-aacip-15-86b2rtr9.mp3,MARS Source Creation Order,Series,,Christian Herter Award,Magazine,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
